id,temperature_c,created_at
69287,8.96,2026-03-06 20:12:01.154368+00
69288,8.82,2026-03-06 20:13:24.915158+00
69289,8.38,2026-03-06 20:14:23.886433+00
69290,7.85,2026-03-06 20:15:33.237411+00
69291,8.19,2026-03-06 20:16:34.269455+00
69292,8.51,2026-03-06 20:17:49.603713+00
69293,8.96,2026-03-06 20:18:37.417216+00
69294,8.88,2026-03-06 20:19:20.767708+00
69295,8.45,2026-03-06 20:20:23.652057+00
69296,8.66,2026-03-06 20:21:40.712282+00
69297,8.7,2026-03-06 20:22:07.277895+00
69298,8.31,2026-03-06 20:23:01.556072+00
69299,8.53,2026-03-06 20:24:07.083003+00
69300,8.84,2026-03-06 20:25:10.021646+00
69301,8.88,2026-03-06 20:27:30.599317+00
69302,8.48,2026-03-06 20:28:06.164967+00
69303,7.83,2026-03-06 20:29:07.587103+00
69304,8.04,2026-03-06 20:30:48.327498+00
69305,7.91,2026-03-06 20:31:14.379962+00
69306,7.33,2026-03-06 20:32:16.841375+00
69307,8.06,2026-03-06 20:33:27.002108+00
69308,7.34,2026-03-06 20:34:03.999908+00
69309,8.12,2026-03-06 20:35:35.949154+00
69310,8.85,2026-03-06 20:36:32.124107+00
69311,8.17,2026-03-06 20:37:04.321799+00
69312,8.78,2026-03-06 20:38:43.339368+00
69313,9.03,2026-03-06 20:39:37.542678+00
69314,8.19,2026-03-06 20:40:04.224855+00
69315,7.56,2026-03-06 20:42:28.952315+00
69316,7.86,2026-03-06 20:43:29.338405+00
69317,8.71,2026-03-06 20:44:46.676773+00
69318,8.77,2026-03-06 20:45:27.511859+00
69319,8.55,2026-03-06 20:46:26.667577+00
69320,9.08,2026-03-06 20:47:22.617128+00
69321,8.21,2026-03-06 20:48:09.831122+00
69322,9.22,2026-03-06 20:49:32.903937+00
69323,8.25,2026-03-06 20:50:36.602123+00
69324,7.87,2026-03-06 20:51:40.242294+00
69325,8.24,2026-03-06 20:52:38.687186+00
69326,9.09,2026-03-06 20:53:41.280296+00
69327,7.52,2026-03-06 20:54:06.722888+00
69328,8.64,2026-03-06 20:55:08.092022+00
69329,9.07,2026-03-06 20:57:13.368771+00
69330,8.81,2026-03-06 20:58:34.190347+00
69331,7.5,2026-03-06 20:59:49.625388+00
69332,8.23,2026-03-06 21:00:26.334264+00
69333,9.16,2026-03-06 21:01:39.360763+00
69334,8.11,2026-03-06 21:02:39.590708+00
69335,8.87,2026-03-06 21:03:44.64507+00
69336,7.33,2026-03-06 21:04:26.522246+00
69337,8.31,2026-03-06 21:05:47.674968+00
69338,7.35,2026-03-06 21:06:46.169569+00
69339,9.26,2026-03-06 21:07:17.39731+00
69340,7.79,2026-03-06 21:08:44.250071+00
69341,7.93,2026-03-06 21:09:21.582743+00
69342,8.09,2026-03-06 21:10:38.402714+00
69343,7.45,2026-03-06 21:11:42.501815+00
69344,8.38,2026-03-06 21:13:06.748983+00
69345,8.45,2026-03-06 21:14:26.127764+00
69346,8.8,2026-03-06 21:15:06.045426+00
69347,7.2,2026-03-06 21:16:43.27419+00
69348,8.73,2026-03-06 21:18:19.032996+00
69349,8.68,2026-03-06 21:19:04.577903+00
69350,8,2026-03-06 21:20:02.39146+00
69351,9,2026-03-06 21:21:47.102338+00
69352,8.66,2026-03-06 21:22:11.566086+00
69353,8.21,2026-03-06 21:24:39.459535+00
69354,7.89,2026-03-06 21:25:16.904628+00
69355,9.1,2026-03-06 21:26:03.681767+00
69356,7.91,2026-03-06 21:27:03.380424+00
69357,8.41,2026-03-06 21:27:46.316508+00
69358,8.39,2026-03-06 21:28:47.466635+00
69359,9.3,2026-03-06 21:29:18.311435+00
69360,8.35,2026-03-06 21:30:24.969707+00
69361,8.96,2026-03-06 21:31:33.54664+00
69362,8.41,2026-03-06 21:32:04.726752+00
69363,8.84,2026-03-06 21:34:42.987622+00
69364,9.28,2026-03-06 21:36:26.584698+00
69365,8.81,2026-03-06 21:37:40.104237+00
69366,8.33,2026-03-06 21:38:43.469902+00
69367,7.72,2026-03-06 21:39:45.288289+00
69368,7.34,2026-03-06 21:40:17.1719+00
69369,8.99,2026-03-06 21:41:29.189003+00
69370,8.18,2026-03-06 21:42:27.045046+00
69371,7.77,2026-03-06 21:43:34.067821+00
69372,8.68,2026-03-06 21:44:27.103435+00
69373,7.81,2026-03-06 21:45:37.775917+00
69374,8.44,2026-03-06 21:47:21.078178+00
69375,9.25,2026-03-06 21:48:22.395975+00
69376,8.88,2026-03-06 21:49:11.473295+00
69377,7.9,2026-03-06 21:50:34.643776+00
69378,7.8,2026-03-06 21:51:05.291198+00
69379,8.86,2026-03-06 21:52:16.970855+00
69380,7.58,2026-03-06 21:53:19.496429+00
69381,9.27,2026-03-06 21:54:22.683044+00
69382,8.38,2026-03-06 21:55:26.756577+00
69383,7.7,2026-03-06 21:56:36.174386+00
69384,8.9,2026-03-06 21:57:38.231891+00
69385,8.45,2026-03-06 21:58:08.960476+00
69386,7.69,2026-03-06 22:01:11.453696+00
69387,9.16,2026-03-06 22:02:12.627464+00
69388,8.12,2026-03-06 22:03:19.139452+00
69389,7.84,2026-03-06 22:04:39.667324+00
69390,9.27,2026-03-06 22:05:44.935803+00
69391,8.7,2026-03-06 22:06:12.262274+00
69392,8.13,2026-03-06 22:07:29.125909+00
69393,7.59,2026-03-06 22:08:21.882355+00
69394,8.61,2026-03-06 22:09:48.137717+00
69395,8.05,2026-03-06 22:10:37.265423+00
69396,9.03,2026-03-06 22:11:00.853542+00
69397,8.57,2026-03-06 22:13:21.024015+00
69398,7.99,2026-03-06 22:14:38.267523+00
69399,7.66,2026-03-06 22:15:34.172151+00
69400,8.4,2026-03-06 22:16:03.157169+00
69401,8.2,2026-03-06 22:17:38.202882+00
69402,7.27,2026-03-06 22:18:30.796783+00
69403,7.31,2026-03-06 22:19:03.134464+00
69404,7.69,2026-03-06 22:20:30.351675+00
69405,8.51,2026-03-06 22:21:31.017647+00
69406,7.29,2026-03-06 22:22:39.158313+00
69407,8.76,2026-03-06 22:23:01.524637+00
69408,7.98,2026-03-06 22:24:11.085084+00
69409,9.2,2026-03-06 22:25:19.290733+00
69410,7.89,2026-03-06 22:26:36.753741+00
69411,9.2,2026-03-06 22:28:20.735589+00
69412,8.11,2026-03-06 22:29:49.675705+00
69413,7.8,2026-03-06 22:30:37.260878+00
69414,8.6,2026-03-06 22:31:32.098328+00
69415,8.86,2026-03-06 22:32:45.291924+00
69416,7.93,2026-03-06 22:33:35.482449+00
69417,8.4,2026-03-06 22:34:14.952472+00
69418,7.36,2026-03-06 22:35:03.177636+00
69419,7.92,2026-03-06 22:36:20.824514+00
69420,8.77,2026-03-06 22:37:27.268711+00
69421,8.43,2026-03-06 22:38:16.492811+00
69422,7.41,2026-03-06 22:39:28.922944+00
69423,7.83,2026-03-06 22:40:07.977371+00
69424,8.97,2026-03-06 22:41:42.263378+00
69425,7.9,2026-03-06 22:43:23.308365+00
69426,8.89,2026-03-06 22:44:01.959766+00
69427,8.93,2026-03-06 22:45:00.232485+00
69428,7.76,2026-03-06 22:46:10.13461+00
69429,7.28,2026-03-06 22:47:43.429063+00
69430,7.29,2026-03-06 22:48:42.19587+00
69431,7.18,2026-03-06 22:49:40.960292+00
69432,8.14,2026-03-06 22:50:05.965047+00
69433,8.77,2026-03-06 22:51:38.104987+00
69434,7.48,2026-03-06 22:52:19.459261+00
69435,7.81,2026-03-06 22:53:08.9986+00
69436,7.39,2026-03-06 22:54:12.111424+00
69437,8.52,2026-03-06 22:55:28.057299+00
69438,7.48,2026-03-06 22:56:32.518393+00
69439,7.77,2026-03-06 22:57:21.460402+00
69440,7.26,2026-03-06 22:59:41.459716+00
69441,8.3,2026-03-06 23:00:45.507839+00
69442,7.34,2026-03-06 23:01:29.053503+00
69443,8.56,2026-03-06 23:02:49.47255+00
69444,7.16,2026-03-06 23:03:14.195318+00
69445,8.67,2026-03-06 23:04:19.992086+00
69446,8.34,2026-03-06 23:05:20.921599+00
69447,7.46,2026-03-06 23:06:02.825267+00
69448,8.16,2026-03-06 23:07:16.948855+00
69449,8.44,2026-03-06 23:08:09.235907+00
69450,8.37,2026-03-06 23:09:27.364928+00
69451,9.04,2026-03-06 23:10:08.441406+00
69452,9.05,2026-03-06 23:11:30.982059+00
69453,7.11,2026-03-06 23:12:02.286855+00
69454,7.37,2026-03-06 23:14:32.657706+00
69455,7.98,2026-03-06 23:15:10.587321+00
69456,8.02,2026-03-06 23:16:07.297971+00
69457,7.42,2026-03-06 23:17:27.481638+00
69458,8.07,2026-03-06 23:18:41.064753+00
69459,7.59,2026-03-06 23:19:37.712159+00
69460,8.32,2026-03-06 23:20:47.039185+00
69461,7.51,2026-03-06 23:21:13.217827+00
69462,8.92,2026-03-06 23:22:08.288963+00
69463,7.16,2026-03-06 23:23:44.713604+00
69464,7.44,2026-03-06 23:24:10.875158+00
69465,7.48,2026-03-06 23:25:20.274961+00
69466,8.53,2026-03-06 23:26:34.582719+00
69467,8.17,2026-03-06 23:27:28.199343+00
69468,8.22,2026-03-06 23:29:35.002884+00
69469,7.67,2026-03-06 23:30:29.915569+00
69470,7.1,2026-03-06 23:31:44.495558+00
69471,7.15,2026-03-06 23:32:12.576193+00
69472,8.3,2026-03-06 23:33:03.449081+00
69473,7.83,2026-03-06 23:34:35.796051+00
69474,7.69,2026-03-06 23:35:15.073861+00
69475,8.1,2026-03-06 23:36:28.042256+00
69476,7.71,2026-03-06 23:37:03.7765+00
69477,7.13,2026-03-06 23:38:31.867323+00
69478,7.46,2026-03-06 23:39:17.602708+00
69479,8.3,2026-03-06 23:40:03.714209+00
69480,7.28,2026-03-06 23:41:18.007333+00
69481,8.07,2026-03-06 23:42:37.996789+00
69482,7.92,2026-03-06 23:44:37.765601+00
69483,8.14,2026-03-06 23:45:41.288889+00
69484,6.92,2026-03-06 23:46:17.980827+00
69485,8.26,2026-03-06 23:47:21.149619+00
69486,7.34,2026-03-06 23:48:38.133852+00
69487,6.9,2026-03-06 23:49:16.559082+00
69488,6.85,2026-03-06 23:50:19.227191+00
69489,7.53,2026-03-06 23:51:18.662496+00
69490,8.24,2026-03-06 23:52:15.402205+00
69491,8.62,2026-03-06 23:53:47.68645+00
69492,7.71,2026-03-06 23:54:46.177239+00
69493,8.72,2026-03-06 23:55:27.678486+00
69494,8.49,2026-03-06 23:56:02.872005+00
69495,6.83,2026-03-06 23:57:41.773126+00
69496,8.71,2026-03-06 23:59:34.299704+00
69497,8.2,2026-03-07 00:00:12.566169+00
69498,8.48,2026-03-07 00:01:45.454688+00
69499,7.27,2026-03-07 00:02:02.195207+00
69500,8.03,2026-03-07 00:03:27.125225+00
69501,8,2026-03-07 00:04:02.359242+00
69502,7.89,2026-03-07 00:05:49.829761+00
69503,6.89,2026-03-07 00:06:32.484092+00
69504,7.12,2026-03-07 00:07:37.602245+00
69505,7.26,2026-03-07 00:08:20.933806+00
69506,7.18,2026-03-07 00:09:29.761946+00
69507,6.97,2026-03-07 00:10:01.263495+00
69508,7.85,2026-03-07 00:11:41.073794+00
69509,7.8,2026-03-07 00:13:00.776263+00
69510,7.92,2026-03-07 00:14:03.148164+00
69511,8.2,2026-03-07 00:15:48.218779+00
69512,6.77,2026-03-07 00:16:05.118283+00
69513,7.38,2026-03-07 00:17:44.971376+00
69514,8.13,2026-03-07 00:18:08.421303+00
69515,6.85,2026-03-07 00:19:21.095874+00
69516,6.91,2026-03-07 00:20:16.884584+00
69517,8.7,2026-03-07 00:21:25.466079+00
69518,7.55,2026-03-07 00:22:16.994728+00
69519,8.58,2026-03-07 00:23:30.022147+00
69520,6.73,2026-03-07 00:24:11.795393+00
69521,8.06,2026-03-07 00:25:03.044689+00
69522,7.37,2026-03-07 00:26:42.595771+00
69523,7.16,2026-03-07 00:28:37.930398+00
69524,8.07,2026-03-07 00:29:32.562441+00
69525,6.92,2026-03-07 00:30:07.124386+00
69526,7.84,2026-03-07 00:31:02.38509+00
69527,7.15,2026-03-07 00:32:37.973167+00
69528,7.43,2026-03-07 00:33:46.185454+00
69529,7.95,2026-03-07 00:34:26.893409+00
69530,6.67,2026-03-07 00:35:32.140845+00
69531,6.79,2026-03-07 00:36:10.692039+00
69532,8.24,2026-03-07 00:37:37.779452+00
69533,7.28,2026-03-07 00:38:14.512781+00
69534,8.57,2026-03-07 00:39:25.222245+00
69535,7.75,2026-03-07 00:40:48.357528+00
69536,6.72,2026-03-07 00:41:32.629143+00
69537,7.7,2026-03-07 00:43:05.959315+00
69538,7.75,2026-03-07 00:44:29.838076+00
69539,6.77,2026-03-07 00:45:38.963475+00
69540,8.33,2026-03-07 00:46:35.392973+00
69541,6.65,2026-03-07 00:47:06.807977+00
69542,7.72,2026-03-07 00:48:15.001913+00
69543,8.08,2026-03-07 00:49:15.955615+00
69544,8.02,2026-03-07 00:50:09.175004+00
69545,8.05,2026-03-07 00:51:44.28319+00
69546,8.43,2026-03-07 00:52:30.116485+00
69547,8.33,2026-03-07 00:53:49.540744+00
69548,7.27,2026-03-07 00:54:44.055025+00
69549,7.46,2026-03-07 00:55:16.459566+00
69550,7.47,2026-03-07 00:56:31.132769+00
69551,8.45,2026-03-07 00:58:24.871378+00
69552,6.93,2026-03-07 00:59:47.080101+00
69553,8.36,2026-03-07 01:00:26.490103+00
69554,8.51,2026-03-07 01:01:18.308895+00
69555,6.75,2026-03-07 01:02:14.23575+00
69556,6.88,2026-03-07 01:03:17.285008+00
69557,7.89,2026-03-07 01:04:16.568265+00
69558,8.53,2026-03-07 01:05:30.269705+00
69559,6.98,2026-03-07 01:06:46.896479+00
69560,7.34,2026-03-07 01:07:36.189579+00
69561,7.07,2026-03-07 01:08:20.574236+00
69562,7.36,2026-03-07 01:09:18.224749+00
69563,7.55,2026-03-07 01:10:15.497702+00
69564,7.95,2026-03-07 01:11:30.249758+00
69565,6.71,2026-03-07 01:13:39.477028+00
69566,8.52,2026-03-07 01:14:48.25563+00
69567,7.04,2026-03-07 01:15:04.90534+00
69568,7.51,2026-03-07 01:16:10.254894+00
69569,8.34,2026-03-07 01:17:34.952539+00
69570,6.58,2026-03-07 01:18:37.7098+00
69571,7.27,2026-03-07 01:19:37.213376+00
69572,7.94,2026-03-07 01:20:15.517668+00
69573,7.02,2026-03-07 01:21:31.672472+00
69574,6.73,2026-03-07 01:22:33.22465+00
69575,7.39,2026-03-07 01:23:48.49452+00
69576,8.09,2026-03-07 01:24:19.047657+00
69577,7.14,2026-03-07 01:25:00.867869+00
69578,6.78,2026-03-07 01:26:19.321333+00
69579,8.48,2026-03-07 01:27:38.747131+00
69580,8.39,2026-03-07 01:29:17.932894+00
69581,6.64,2026-03-07 01:30:36.206421+00
69582,7.67,2026-03-07 01:31:04.515754+00
69583,7.5,2026-03-07 01:32:39.702054+00
69584,7.8,2026-03-07 01:33:21.215589+00
69585,8.14,2026-03-07 01:34:43.185222+00
69586,8.03,2026-03-07 01:35:19.097373+00
69587,6.58,2026-03-07 01:36:08.619627+00
69588,8.19,2026-03-07 01:37:23.588864+00
69589,7.33,2026-03-07 01:38:01.241709+00
69590,7.97,2026-03-07 01:39:09.613388+00
69591,6.83,2026-03-07 01:40:39.861586+00
69592,7.59,2026-03-07 01:41:48.087883+00
69593,7.41,2026-03-07 01:42:00.086397+00
69594,7.59,2026-03-07 01:44:41.774718+00
69595,7.46,2026-03-07 01:45:05.099951+00
69596,7.18,2026-03-07 01:46:41.834488+00
69597,7.61,2026-03-07 01:47:30.750462+00
69598,6.95,2026-03-07 01:48:11.252945+00
69599,6.84,2026-03-07 01:49:31.129837+00
69600,7.84,2026-03-07 01:50:49.136521+00
69601,6.71,2026-03-07 01:51:04.018351+00
69602,8.46,2026-03-07 01:52:32.328602+00
69603,7.57,2026-03-07 01:53:45.94555+00
69604,8.48,2026-03-07 01:54:00.722392+00
69605,7.49,2026-03-07 01:55:26.002938+00
69606,6.61,2026-03-07 01:56:28.771029+00
69607,6.7,2026-03-07 01:57:46.031343+00
69608,8.42,2026-03-07 01:59:33.404855+00
69609,8.15,2026-03-07 02:01:33.131186+00
69610,7.02,2026-03-07 02:02:24.797586+00
69611,7.56,2026-03-07 02:03:45.183046+00
69612,7.11,2026-03-07 02:04:10.92925+00
69613,7.39,2026-03-07 02:05:26.245487+00
69614,7.87,2026-03-07 02:06:48.253791+00
69615,7.96,2026-03-07 02:07:45.442687+00
69616,7.9,2026-03-07 02:08:34.676603+00
69617,8.46,2026-03-07 02:09:06.033384+00
69618,8.03,2026-03-07 02:10:49.01329+00
69619,8.09,2026-03-07 02:11:17.51312+00
69620,8.21,2026-03-07 02:12:45.939033+00
69621,7.39,2026-03-07 02:14:26.566213+00
69622,8.21,2026-03-07 02:15:25.842022+00
69623,6.97,2026-03-07 02:16:10.414444+00
69624,7.55,2026-03-07 02:17:39.220525+00
69625,6.71,2026-03-07 02:18:04.557456+00
69626,7.35,2026-03-07 02:19:21.298311+00
69627,7.07,2026-03-07 02:20:28.958821+00
69628,6.84,2026-03-07 02:21:12.427455+00
69629,8.35,2026-03-07 02:22:14.191047+00
69630,7.14,2026-03-07 02:23:22.845889+00
69631,6.7,2026-03-07 02:24:22.699226+00
69632,6.92,2026-03-07 02:25:36.978527+00
69633,7.35,2026-03-07 02:26:17.549111+00
69634,7.16,2026-03-07 02:27:40.924971+00
69635,8.22,2026-03-07 02:28:24.326434+00
69636,7.09,2026-03-07 02:30:18.627968+00
69637,7.07,2026-03-07 02:31:13.041961+00
69638,6.89,2026-03-07 02:32:35.673509+00
69639,7.66,2026-03-07 02:33:04.953748+00
69640,8.46,2026-03-07 02:34:34.935377+00
69641,7.78,2026-03-07 02:35:03.373612+00
69642,6.58,2026-03-07 02:36:17.473429+00
69643,7.09,2026-03-07 02:37:28.085093+00
69644,8.15,2026-03-07 02:38:29.362374+00
69645,7.62,2026-03-07 02:39:49.386035+00
69646,8.32,2026-03-07 02:40:30.142638+00
69647,6.68,2026-03-07 02:41:08.757776+00
69648,7.17,2026-03-07 02:42:19.929919+00
69649,7.12,2026-03-07 02:43:12.529123+00
69650,8.48,2026-03-07 02:45:38.061564+00
69651,8.15,2026-03-07 02:46:45.004909+00
69652,7.91,2026-03-07 02:47:06.62136+00
69653,7.33,2026-03-07 02:48:46.34629+00
69654,8.04,2026-03-07 02:49:09.336559+00
69655,7.99,2026-03-07 02:50:36.459116+00
69656,8.21,2026-03-07 02:51:28.74487+00
69657,8.29,2026-03-07 02:52:01.720139+00
69658,8.47,2026-03-07 02:53:37.964236+00
69659,6.99,2026-03-07 02:54:20.361274+00
69660,7.44,2026-03-07 02:55:03.329109+00
69661,6.7,2026-03-07 02:56:37.366857+00
69662,7.74,2026-03-07 02:57:26.239434+00
69663,7.49,2026-03-07 02:58:10.459735+00
69664,6.56,2026-03-07 03:01:22.756755+00
69665,7.25,2026-03-07 03:02:24.742305+00
69666,7.03,2026-03-07 03:03:47.413065+00
69667,6.65,2026-03-07 03:04:09.579721+00
69668,8.34,2026-03-07 03:05:05.17658+00
69669,7.11,2026-03-07 03:06:42.298706+00
69670,7.41,2026-03-07 03:07:45.980937+00
69671,6.59,2026-03-07 03:08:12.267005+00
69672,7.32,2026-03-07 03:09:21.980745+00
69673,6.64,2026-03-07 03:10:05.789441+00
69674,6.73,2026-03-07 03:11:16.515689+00
69675,7.14,2026-03-07 03:12:03.76078+00
69676,8.13,2026-03-07 03:13:34.300502+00
69677,8.48,2026-03-07 03:14:18.588985+00
69678,7.96,2026-03-07 03:16:19.469815+00
69679,6.87,2026-03-07 03:17:13.887544+00
69680,7.48,2026-03-07 03:18:08.982759+00
69681,7.04,2026-03-07 03:19:06.961619+00
69682,7.49,2026-03-07 03:20:21.258984+00
69683,7.91,2026-03-07 03:21:46.353354+00
69684,6.71,2026-03-07 03:22:03.994808+00
69685,7.85,2026-03-07 03:23:07.299205+00
69686,7.54,2026-03-07 03:24:38.996453+00
69687,8.08,2026-03-07 03:25:25.613338+00
69688,7.67,2026-03-07 03:26:13.517582+00
69689,6.61,2026-03-07 03:27:22.239975+00
69690,7.6,2026-03-07 03:28:14.770425+00
69691,6.58,2026-03-07 03:29:31.335329+00
69692,7.3,2026-03-07 03:30:19.055754+00
69693,7.15,2026-03-07 03:32:17.59241+00
69694,7.39,2026-03-07 03:33:03.920909+00
69695,8.31,2026-03-07 03:34:09.397711+00
69696,8.22,2026-03-07 03:35:27.333714+00
69697,7,2026-03-07 03:36:47.254051+00
69698,8.04,2026-03-07 03:37:25.205724+00
69699,6.68,2026-03-07 03:38:25.54332+00
69700,8.07,2026-03-07 03:39:31.741603+00
69701,8.22,2026-03-07 03:40:28.089958+00
69702,6.71,2026-03-07 03:41:34.259391+00
69703,6.91,2026-03-07 03:42:37.71266+00
69704,7.68,2026-03-07 03:43:26.357497+00
69705,6.82,2026-03-07 03:44:37.402073+00
69706,7.78,2026-03-07 03:45:42.437505+00
69707,8.15,2026-03-07 03:47:04.539529+00
69708,7.28,2026-03-07 03:48:27.443342+00
69709,8.36,2026-03-07 03:49:14.923327+00
69710,6.95,2026-03-07 03:50:35.519086+00
69711,7.5,2026-03-07 03:51:39.526404+00
69712,8.33,2026-03-07 03:52:12.811948+00
69713,7.75,2026-03-07 03:53:13.652934+00
69714,6.96,2026-03-07 03:54:46.20306+00
69715,7.62,2026-03-07 03:55:02.095607+00
69716,8.22,2026-03-07 03:56:38.744471+00
69717,7.09,2026-03-07 03:57:09.224721+00
69718,6.41,2026-03-07 03:58:49.794131+00
69719,7.16,2026-03-07 03:59:06.156524+00
69720,6.56,2026-03-07 04:00:18.322045+00
69721,7.62,2026-03-07 04:01:03.600328+00
69722,7.4,2026-03-07 04:03:11.895218+00
69723,6.8,2026-03-07 04:04:02.369848+00
69724,6.41,2026-03-07 04:05:19.785485+00
69725,8.13,2026-03-07 04:06:14.830324+00
69726,7.81,2026-03-07 04:07:02.459858+00
69727,7.4,2026-03-07 04:08:22.068426+00
69728,7.38,2026-03-07 04:09:30.063123+00
69729,8.13,2026-03-07 04:10:39.697085+00
69730,7.44,2026-03-07 04:11:49.08569+00
69731,8.24,2026-03-07 04:12:14.756836+00
69732,6.81,2026-03-07 04:13:35.283499+00
69733,7.06,2026-03-07 04:14:36.600183+00
69734,7.39,2026-03-07 04:15:14.0128+00
69735,8.15,2026-03-07 04:16:48.925718+00
69736,6.48,2026-03-07 04:18:34.058088+00
69737,6.65,2026-03-07 04:19:15.77536+00
69738,7.92,2026-03-07 04:20:35.909399+00
69739,7.77,2026-03-07 04:21:30.409978+00
69740,7.81,2026-03-07 04:22:06.65126+00
69741,8.17,2026-03-07 04:23:15.003695+00
69742,6.41,2026-03-07 04:24:00.487557+00
69743,7.81,2026-03-07 04:25:38.557157+00
69744,7.31,2026-03-07 04:26:48.494085+00
69745,6.68,2026-03-07 04:27:00.732162+00
69746,8.05,2026-03-07 04:28:23.309295+00
69747,6.41,2026-03-07 04:29:05.520613+00
69748,7.52,2026-03-07 04:30:38.638044+00
69749,8.16,2026-03-07 04:31:40.588936+00
69750,6.62,2026-03-07 04:33:49.143493+00
69751,6.52,2026-03-07 04:34:15.434438+00
69752,7.4,2026-03-07 04:35:12.49516+00
69753,6.55,2026-03-07 04:36:41.818003+00
69754,6.42,2026-03-07 04:37:04.789426+00
69755,8.16,2026-03-07 04:38:23.22005+00
69756,7.77,2026-03-07 04:39:07.244104+00
69757,8.29,2026-03-07 04:40:04.975572+00
69758,8.35,2026-03-07 04:41:05.703989+00
69759,6.92,2026-03-07 04:42:48.167258+00
69760,7,2026-03-07 04:43:32.986299+00
69761,6.63,2026-03-07 04:44:28.51526+00
69762,8.2,2026-03-07 04:45:19.158543+00
69763,7.83,2026-03-07 04:46:40.368465+00
69764,7.58,2026-03-07 04:48:37.907672+00
69765,6.52,2026-03-07 04:49:41.66851+00
69766,8.4,2026-03-07 04:50:16.813385+00
69767,7.95,2026-03-07 04:51:01.400671+00
69768,8.33,2026-03-07 04:52:48.016506+00
69769,7.88,2026-03-07 04:53:20.585349+00
69770,7.77,2026-03-07 04:54:18.03732+00
69771,7.82,2026-03-07 04:55:48.192592+00
69772,8.3,2026-03-07 04:56:04.478272+00
69773,8.11,2026-03-07 04:57:42.150245+00
69774,6.95,2026-03-07 04:58:24.313886+00
69775,8.28,2026-03-07 04:59:42.540987+00
69776,6.65,2026-03-07 05:00:39.126133+00
69777,7.58,2026-03-07 05:01:41.422561+00
69778,7.36,2026-03-07 05:03:21.403698+00
69779,7.82,2026-03-07 05:04:47.085929+00
69780,8.32,2026-03-07 05:05:08.985522+00
69781,8.3,2026-03-07 05:06:49.764691+00
69782,6.67,2026-03-07 05:07:40.927277+00
69783,6.95,2026-03-07 05:08:46.30796+00
69784,6.76,2026-03-07 05:09:41.584216+00
69785,7.22,2026-03-07 05:10:21.613806+00
69786,7.13,2026-03-07 05:11:13.671629+00
69787,7.9,2026-03-07 05:12:10.682814+00
69788,7.15,2026-03-07 05:13:14.697106+00
69789,7.4,2026-03-07 05:14:14.839479+00
69790,7.87,2026-03-07 05:15:04.956401+00
69791,6.47,2026-03-07 05:16:10.072659+00
69792,6.48,2026-03-07 05:17:15.177854+00
69793,6.67,2026-03-07 05:19:14.326922+00
69794,6.95,2026-03-07 05:20:10.154787+00
69795,8.11,2026-03-07 05:21:29.708312+00
69796,7.39,2026-03-07 05:22:40.809895+00
69797,8.24,2026-03-07 05:23:26.956008+00
69798,8.2,2026-03-07 05:24:36.96467+00
69799,6.44,2026-03-07 05:25:09.731061+00
69800,8.31,2026-03-07 05:26:38.740699+00
69801,6.9,2026-03-07 05:27:02.875454+00
69802,8.32,2026-03-07 05:28:00.681534+00
69803,8.36,2026-03-07 05:29:03.065152+00
69804,8.24,2026-03-07 05:30:43.083248+00
69805,7.45,2026-03-07 05:31:38.997506+00
69806,6.86,2026-03-07 05:32:36.291001+00
69807,7.34,2026-03-07 05:34:01.288614+00
69808,7.76,2026-03-07 05:35:28.944552+00
69809,7.54,2026-03-07 05:37:17.113536+00
69810,7.45,2026-03-07 05:38:31.134962+00
69811,8.13,2026-03-07 05:39:06.024891+00
69812,6.57,2026-03-07 05:40:41.575109+00
69813,8.13,2026-03-07 05:41:48.547144+00
69814,7.97,2026-03-07 05:42:19.05669+00
69815,6.64,2026-03-07 05:43:38.748662+00
69816,7.39,2026-03-07 05:44:38.281727+00
69817,6.96,2026-03-07 05:46:34.337229+00
69818,7.7,2026-03-07 05:47:27.053755+00
69819,6.85,2026-03-07 05:48:29.592924+00
69820,8.24,2026-03-07 05:49:31.300336+00
69821,7.24,2026-03-07 05:50:35.715549+00
69822,6.74,2026-03-07 05:51:12.246813+00
69823,7.59,2026-03-07 05:52:17.794037+00
69824,6.86,2026-03-07 05:53:46.327041+00
69825,7.91,2026-03-07 05:54:47.530406+00
69826,8.3,2026-03-07 05:55:45.246941+00
69827,7.71,2026-03-07 05:56:09.97544+00
69828,8.29,2026-03-07 05:57:08.981804+00
69829,7.73,2026-03-07 05:58:09.324468+00
69830,7.02,2026-03-07 05:59:22.066985+00
69831,7.25,2026-03-07 06:00:03.710587+00
69832,7.8,2026-03-07 06:02:01.558601+00
69833,7.04,2026-03-07 06:03:40.075672+00
69834,7.79,2026-03-07 06:04:36.753954+00
69835,7.18,2026-03-07 06:05:47.992767+00
69836,6.8,2026-03-07 06:06:05.735399+00
69837,6.41,2026-03-07 06:07:13.018634+00
69838,7.9,2026-03-07 06:08:35.310675+00
69839,7.13,2026-03-07 06:09:22.786093+00
69840,7.87,2026-03-07 06:10:38.138883+00
69841,6.42,2026-03-07 06:11:43.499921+00
69842,6.49,2026-03-07 06:12:12.376512+00
69843,7.11,2026-03-07 06:13:37.490866+00
69844,7.17,2026-03-07 06:14:17.612867+00
69845,7.86,2026-03-07 06:15:14.636743+00
